ftst_tckr_no,topc_id,kor_item_name,item_eng_dtl_name,bzns_otln_dtl_text,myd_excg_no,oppr_tot_amt,item_keyword,item_category,item_brand,customer,supplier,competitor
152100-KR,EF0000000016,ARIRANG 200,HANWHA ARIRANG 200 ETF,코스피 200 지수를 구성하는 200 종목에 투자하는 ETF,KRX,621.43,"['한화 아리랑 200 증권상장지수투자신탁 (주식)', 'ETF', '상장지수', '한화', 'ARIRANG 200', '152100']","[{'category_topc_id': 'EC0000000001', 'category': '국내주식:시장', 'wght_val': 732}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
305540-KR,EF0000000017,TIGER 2차전지테마,MIRAE ASSET TIGER SECONDARY CELL ETF,2차전지 및 2차전지 관련 기업에 투자하는 ETF,KRX,1026.71,"['미래에셋 TIGER 2차전지테마증권상장지수투자신탁(주식)', 'ETF', '상장지수', '미래에셋', 'TIGER 2차전지테마', '305540']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 771}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
371460-KR,EF0000000018,TIGER 차이나전기차SOLACTIVE,MIRAE ASSET TIGER CHINA ELECTRIC VEHICLE SOLACTIVE ETF,"빠르게 확장하고 있는 중국 전기차 시장, 중국의 전기차 밸류체인에 투자하는 ETF",KRX,2627.4,"['미래에셋 TIGER 차이나전기차SOLACTIVE증권상장지수투자신탁(주', 'ETF', '상장지수', '미래에셋', 'TIGER 차이나전기차SOLACTIVE', '371460']","[{'category_topc_id': 'EC0000000004', 'category': '해외주식:테마', 'wght_val': 801}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
105190-KR,EF0000000019,KINDEX 200,Korea KINDEX 200 ETF,코스피 200 지수를 구성하는 200 종목에 투자하는 ETF,KRX,561.84,"['한국 KINDEX200 상장지수투자신탁', 'ETF', '상장지수', '한국', 'KINDEX 200', '105190']","[{'category_topc_id': 'EC0000000001', 'category': '국내주식:시장', 'wght_val': 674}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
133690-KR,EF0000000020,TIGER 미국나스닥100,Mirae Asset Tiger NASDAQ100 ETF,"4차 산업혁명의 수혜가 기대되는 IT, 소비재, 헬스케어 중심으로 구성된 미국 나스닥 시장 분산 투자하는 ETF",KRX,1480.73,"['미래에셋맵스 TIGER나스닥100 증권상장지수투자신탁(주식)', 'ETF', '상장지수', '미래에셋맵스', 'TIGER 미국나스닥100', '133690']","[{'category_topc_id': 'EC0000000003', 'category': '해외주식:시장', 'wght_val': 658}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
315930-KR,EF0000000021,KODEX Top5PlusTR,Samsung KODEX Top5Plus Total Return ETF,코스피와 코스닥 모든 종목 중 시가총액 상위 5개 종목과 시가총액이 크면서 배당수익률이 높은 5개 종목으로 구성된 ETF,KRX,522.0,"['삼성 KODEX TOP5PLUS TOTAL RETURN증권상장지수투자신탁(주식형)', 'KODEX Top5PlusTR', 'ETF', '상장지수', '삼성', 'KODEX TOP5PLUSTR', '315930']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 335}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
293180-KR,EF0000000022,HANARO 200,NH-Amundi HANARO 200 ETF,코스피 200 지수를 구성하는 200 종목에 투자하는 ETF,KRX,578.61,"['NH-AMUNDI HANARO 200증권상장지수투자신탁(주식)', 'ETF', '상장지수', 'NH-Amundi', 'HANARO 200', '293180']","[{'category_topc_id': 'EC0000000001', 'category': '국내주식:시장', 'wght_val': 698}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
314250-KR,EF0000000023,KODEX 미국FANG플러스(H),Samsung KODEX FANG PLUS ETF(H),최고의 혁신 기업으로 평가받는 차세대 기술 관련 미국 기업 10개 종목에 집중투자하는 ETF,KRX,405.7,"['삼성 KODEX 미국FANG플러스증권상장지수투자신탁(주식-파생형)', '삼성', 'ETF', '상장지수', 'KODEX 미국FANG플러스(H)', '314250']","[{'category_topc_id': 'EC0000000004', 'category': '해외주식:테마', 'wght_val': 517}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
069660-KR,EF0000000024,KOSEF 200,Kiwoom KOSEF 200 ETF,코스피 200 지수를 구성하는 200 종목에 투자하는 ETF,KRX,469.44,"['키움 KOSEF 200 상장지수증권투자신탁', 'ETF', '상장지수', '키움', 'KOSEF 200', '069660']","[{'category_topc_id': 'EC0000000001', 'category': '국내주식:시장', 'wght_val': 509}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
192720-KR,EF0000000319,파워 고배당저변동성,Kyobo Axa Power LVHD ETF,코스피 200 고배당지수를 구성하는 주식 등에 투자하는 ETF,KRX,4.59,"['교보악사 파워 고배당저변동성 증권 상장지수투자신탁(주식', '교보악사', 'ETF', '상장지수', '파워 고배당저변동성', '192720']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 7}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
368470-KR,EF0000000320,KINDEX Fn K-뉴딜디지털플러스,KIM KINDEX Fn K-NewDeal Digital Plus ETF,"유가증권 및 코스닥시장 상장종목 중 BBIG (Battery, Bio, Internet Service, Game) 섹터 각 상위 5종목에 투자하는 ETF",KRX,5.85,"['한국투자 KINDEX K-뉴딜디지털플러스증권상장지수투자신탁(주', 'KINDEX Fn K-뉴딜디지털플러스', 'ETF', '상장지수', '한국투자', 'KINDEX FN K-뉴딜디지털플러스', '368470']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 7}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
281990-KR,EF0000000321,KBSTAR 중소형고배당,KB KBSTAR Mid Small Cap High Dividend ETF,코스피 중소형 및 코스닥 종목 중 우량한 고배당 종목에 투자하는 ETF,KRX,4.0,"['KB KBSTAR 중소형고배당 증권상장지수투자신탁(주식)', 'KB', 'ETF', '상장지수', 'KBSTAR 중소형고배당', '281990']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 7}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
275300-KR,EF0000000322,KODEX MSCI퀄리티,SAMSUNG KODEX MSCI Quality ETF,"수익성, 이익의 안정성, 부채비율 상위 종목을 선정하여 투자하는 ETF",KRX,5.18,"['삼성 KODEX MSCI퀄리티증권상장지수투자신탁(주식형)', '삼성', 'ETF', '상장지수', 'KODEX MSCI퀄리티', '275300']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 6}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
174350-KR,EF0000000316,TIGER 로우볼,Mirae Asset Tiger Low Volatility ETF,5년 평균 변동성이 낮은 하위 40종목에 투자하는 ETF,KRX,7.7,"['미래에셋TIGER로우볼증권상장지수투자신탁(주식)', '미래에셋', 'ETF', '상장지수', 'TIGER 로우볼', '174350']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 7}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
376250-KR,EF0000000317,ARIRANG 탄소효율그린뉴딜,Hanwha ARIRANG Carbon Efficient ETF Units,"글로벌 ESG(환경/사회/지배구조) 산업군 내에서 기업의 매출액 대비 탄소배출량이적은 기업에 높은 가중치를, 많은 기업에게 낮은 가중치를 부여하여 모은 종목들에 투자하는 ETF",KRX,5.21,"['한화 ARIRANG 탄소효율그린뉴딜증권상장지수투자신탁(주식)', 'ETF', '상장지수', '한화', 'ARIRANG 탄소효율그린뉴딜', '376250']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 6}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
266390-KR,EF0000000318,KODEX 경기소비재,SAMSUNG KODEX Consumer Discretionary ETF,국내 경기소비재 산업을 대표하는 핵심 관련주에 투자하는 ETF,KRX,6.58,"['삼성KODEX경기소비재증권상장지수투자신탁(주식형)', '삼성', 'ETF', '상장지수', 'KODEX 경기소비재', '266390']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 7}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
291130-KR,EF0000000323,KINDEX 멕시코MSCI(합성),KIM KINDEX MSCI MEXICO ETF(Synth),중남미시장의 대표 국가인 멕시코 증시에 상장된 대표종목에 투자하는 ETF,KRX,7.0,"['한국투자 KINDEX 멕시코MSCI증권상장지수투자신탁(주식-파생형', '한국투자', 'ETF', '상장지수', 'KINDEX 멕시코MSCI(합성)', '291130']","[{'category_topc_id': 'EC0000000003', 'category': '해외주식:시장', 'wght_val': 7}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
117690-KR,EF0000000324,TIGER 차이나항셍25,Mirae Asset Tiger China ETF,"중국 대형 은행주, 정보기술, 에너지, 통신서비스 등 홍콩거래소에 상장된 중국 대표기업에 분산투자하는 ETF",KRX,5.68,"['미래에셋맵스 TIGER 차이나항셍25 증권 상장지수투자신탁(주', '미래에셋맵스', 'ETF', '상장지수', 'TIGER 차이나항셍25', '117690']","[{'category_topc_id': 'EC0000000003', 'category': '해외주식:시장', 'wght_val': 7}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
091220-KR,EF0000000325,TIGER 은행,MIRAE ASSET TIGER BANKS ETF,전제 주식시장에 상장된 은행 종목들로 구성된 ETF,KRX,12.69,"['미래에셋 TIGER 은행 증권 상장지수투자신탁(ETF)', 'ETF', '상장지수', '미래에셋', 'TIGER 은행', '091220']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 9}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
289250-KR,EF0000000326,TIGER MSCI KOREA ESG유니버설,MIRAE ASSET TIGER MSCI KOREA ESG UNIVERSAL ETF,ESG(환경/사회/지배구조) 점수를 반영하여 구성된 ETF,KRX,11.85,"['미래에셋 TIGER MSCI KOREA ESG유니버설증권상장지수투자신탁(주', '미래에셋', 'ETF', '상장지수', 'TIGER MSCI KOREA ESG유니버설', '289250']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 7}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
283580-KR,EF0000000075,KODEX 차이나CSI300,Samsung KODEX China CSI300 ETF,중국시장을 대표하는 대형주 300 종목에 투자하는 ETF,KRX,84.75,"['삼성 KODEX 중국본토CSI300증권상장지수투자신탁(주식-파생형)', 'KODEX 차이나CSI300', 'ETF', '상장지수', '삼성', 'KODEX 중국본토CSI300', '283580']","[{'category_topc_id': 'EC0000000003', 'category': '해외주식:시장', 'wght_val': 108}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
368190-KR,EF0000000076,HANARO Fn K-뉴딜디지털플러스,NH-Amundi HANARO K-NewDeal Digital Plus ETF,선도국가로 도약하는 대한민국의 대전환에 투자하는 ETF,KRX,49.86,"['NH-AMUNDI HANARO FN K-뉴딜디지털플러스증권상장지수투자신탁[주', 'HANARO Fn K-뉴딜디지털플러스', 'ETF', '상장지수', 'NH-Amundi', 'HANARO FN K-뉴딜디지털플러스', '368190']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 99}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
182480-KR,EF0000000077,TIGER 미국MSCI리츠(합성 H),Mirae Asset Tiger Synth-MSCI US REIT ETF,미국 상업용 부동산에 투자하여 안정적인 임대료수익을 추구하는 상품,KRX,155.38,"['미래에셋TIGER합성-MSCIUS리츠부동산상장지수투자신탁(파생형)', 'ETF', '상장지수', '미래에셋', 'TIGER 미국MSCI리츠(합성 H)', '182480']","[{'category_topc_id': 'EC0000000012', 'category': '기타', 'wght_val': 113}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
381170-KR,EF0000000078,TIGER 미국테크TOP10 INDXX,MIRAE ASSET TIGER US Tech TOP10 INDXX ETF,미국 나스닥 상장 거대 멀티플랫폼 상위 10종목에 투자하는 ETF ,KRX,962.2,"['미래에셋 TIGER 미국테크TOP10 INDXX증권상장지수투자신탁(주식)', 'ETF', '상장지수', '미래에셋', 'TIGER 미국테크TOP10 INDXX', '381170']","[{'category_topc_id': 'EC0000000004', 'category': '해외주식:테마', 'wght_val': 122}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
372330-KR,EF0000000079,KODEX 차이나항셍테크,SAMSUNG KODEX China Hang Seng TECH ETF,홍콩거래소에 상장된 대형 테크기업 30종목에 분산투자하는 ETF ,KRX,123.22,"['삼성 KODEX 차이나항셍테크증권상장지수투자신탁[주식]', 'ETF', '상장지수', '삼성', 'KODEX 차이나항셍테크', '372330']","[{'category_topc_id': 'EC0000000004', 'category': '해외주식:테마', 'wght_val': 107}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
108450-KR,EF0000000080,KINDEX 삼성그룹섹터가중,KINDEX Samsung Group SW ETF,삼성그룹의 핵심계열사 중 업종편입 비중을 코스피 200의 시가총액 비중과 동일하게 투자하는 ETF,KRX,201.04,"['한국KINDEX 삼성그룹SW 상장지수투자신탁', '한국투자', 'ETF', '상장지수', 'KINDEX 삼성그룹섹터가중', '108450']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 98}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
329200-KR,EF0000000081,TIGER 리츠부동산인프라,MIRAE ASSET TIGER REITS REAL ESTATE INFRA ETF,"배당률이 높은 국내 상장 리츠, 부동산, 인프라 펀드에 투자하는 ETF",KRX,96.99,"['미래에셋 TIGER 리츠부동산인프라혼합자산상장지수투자신탁', 'ETF', '상장지수', '미래에셋', 'TIGER 리츠부동산인프라', '329200']","[{'category_topc_id': 'EC0000000012', 'category': '기타', 'wght_val': 99}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
367760-KR,EF0000000082,KBSTAR Fn5G테크,KB KBSTAR Fn5G Tech ETF Units,4차 산업혁명의 핵심 인프라인 5세대 이동통신(5G) 밸류체인을 구성하는 핵심기업에 투자하는 ETF,KRX,104.75,"['KB KBSTAR FN5G테크증권상장지수투자신탁(주식)', 'KBSTAR Fn5G테크', 'ETF', '상장지수', 'KB', 'KBSTAR FN5G테크', '367760']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 98}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
333980-KR,EF0000000371,ARIRANG KS퀄리티가중TR,Hanwha ARIRANG KS Quality Tilt Total Return ETF Units,코스피에 상장된 보통주 중 안정성과 수익성이 높은 종목의 비중을 증가하여 투자하는 ETF,KRX,3.91,"['한화 ARIRANG KS퀄리티가중 TOTAL RETURN 증권상장지수투자신탁', '한화', 'ETF', '상장지수', 'ARIRANG KS퀄리티가중TR', '333980']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 5}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
371870-KR,EF0000000372,KINDEX 차이나항셍테크,KIM KINDEX China Hang Seng TECH ETF,홍콩거래소에 상장된 IT/첨단기술 관련 상위 30종목의 중국기업에 투자하는 ETF,KRX,3.72,"['한국투자 KINDEX 차이나항셍테크증권상장지수투자신탁(주식)', 'ETF', '상장지수', '한국투자', 'KINDEX 차이나항셍테크', '371870']","[{'category_topc_id': 'EC0000000004', 'category': '해외주식:테마', 'wght_val': 4}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
250730-KR,EF0000000373,KBSTAR 차이나HSCEI(H),KB KBSTAR China HSCEI(H),홍콩증권거래소에 상장된 H-Share 종목 중 규모가 크고 유동성이 풍부한 기업에 투자하는 ETF,KRX,7.97,"['KB KBSTAR 차이나HSCEI 증권 상장지수 투자신탁(주식-파생형)(H)', 'KB', 'ETF', '상장지수', 'KBSTAR 차이나HSCEI(H)', '250730']","[{'category_topc_id': 'EC0000000003', 'category': '해외주식:시장', 'wght_val': 6}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
